frequency,tds_amp_mPFC_pre_limbic_1,tds_amp_mPFC_pre_limbic_2,tds_amp_mPFC_infra_limbic_1,tds_amp_mPFC_infra_limbic_2,tds_amp_Hippocampus_CA1,tds_amp_Hippocampus_MOL_layer,tds_amp_Hippocampus_GD_1,tds_amp_Hippocampus_GD_2,tds_amp_Amygdala_lateral_1,tds_amp_Amygdala_lateral_2,tds_amp_Amygdala_basolateral_1,tds_amp_Amygdala_basolateral_2,tds_amp_Inferior_colliculus_1,tds_amp_Inferior_colliculus_2,tds_amp_Inferior_colliculus_3,tds_amp_Inferior_colliculus_4,tds_phase_mPFC_pre_limbic_1,tds_phase_mPFC_pre_limbic_2,tds_phase_mPFC_infra_limbic_1,tds_phase_mPFC_infra_limbic_2,tds_phase_Hippocampus_CA1,tds_phase_Hippocampus_MOL_layer,tds_phase_Hippocampus_GD_1,tds_phase_Hippocampus_GD_2,tds_phase_Amygdala_lateral_1,tds_phase_Amygdala_lateral_2,tds_phase_Amygdala_basolateral_1,tds_phase_Amygdala_basolateral_2,tds_phase_Inferior_colliculus_1,tds_phase_Inferior_colliculus_2,tds_phase_Inferior_colliculus_3,tds_phase_Inferior_colliculus_4
53.11999999999978,0.2022571193952888,0.2888295081565763,0.2095841164808539,0.16474197888718278,0.6142317382021816,0.702935415205585,0.34536328801357363,1.4801876384111565,0.2499478720966611,0.18359087834684365,0.16077532133188377,0.1860987417488638,0.16391506313957063,-0.010299609524361535,0.11820759718598686,0.25015500823012354,4.5200000000000005,1.19,1.1,4.42,1.58,4.62,1.59,0.15,3.79,0.64,3.8000000000000003,0.6,0.36,3.75,3.5500000000000003,3.0700000000000003
53.129999999999775,0.24179056159331022,0.30234009608439955,0.20183254600082917,0.17905329722465674,0.4586325900494456,0.6478643132243617,0.4508748312557695,0.4947671372247038,0.30123671685959447,0.23910254987164928,0.2231270873794684,0.22319580911270334,0.1155615715167986,0.05356524718950449,0.23674937336581664,0.2719535741266557,3.87,3.79,0.54,0.7000000000000001,4.22,3.9,3.87,5.8500000000000005,0.1,0.1,3.25,3.21,6.17,3.15,6.26,2.91
53.13999999999977,0.22514593442314124,0.2630291396936013,0.1441332957056235,0.11073588305547152,0.4458179273482774,0.4842276415472858,0.4067885224394868,0.31688160723020664,0.24214965267711341,0.18676327816558028,0.18004132887351265,0.16854073416175383,0.1116494217942544,0.12370119104947476,0.3595932712954769,0.514574163129189,0.01,6.16,6.11,0.03,0.67,3.22,2.98,5.83,5.7,5.71,5.72,5.69,5.71,2.34,5.58,2.37
53.14999999999977,0.15923639070622495,0.21664974567654113,0.0640846140483928,-0.00917061102564925,0.41573216234606125,0.3528618110575936,0.3350368009472551,0.36817966592470514,0.11110465419069922,0.05942495387464884,0.06528730111091384,0.04678715674904903,0.1159278831440861,0.12311083947130931,0.3241259658265584,0.5631603623468255,2.36,5.08,5.1000000000000005,5.6000000000000005,0.03,2.54,2.12,5.18,4.87,1.79,1.85,4.92,2.0100000000000002,1.59,4.88,4.82
53.15999999999977,0.08223730749331257,0.2666985546084194,0.08701611247310521,0.015933189026059686,0.18598744025153646,0.29690141199288045,0.3299630822631418,-0.023708985253122126,0.10325009904713152,0.02580534749170063,0.010302762662284278,0.03171569295737415,0.12375841527300435,0.06735172424816441,0.1688822747966055,0.3487733694175066,4.46,0.81,0.64,3.42,2.13,4.78,1.36,3.88,0.11,0.13,3.45,3.19,4.5600000000000005,1.07,4.3500000000000005,4.17
53.16999999999977,0.10139738513761305,0.32736891037976684,0.13959594493969507,0.0879824251940898,0.4311668500989969,0.409666263899734,0.42477897863068453,0.4220174959957481,0.19241910856161343,0.11406456476049634,0.11473048497366461,0.12500314716613575,0.13381621624831,0.12337015471629921,0.17328252040776504,0.15953899195530302,0.05,6.24,2.92,2.72,3.42,3.67,3.7800000000000002,5.3100000000000005,2.5100000000000002,5.66,2.57,5.6000000000000005,0.75,0.72,0.98,4.04
53.179999999999765,0.1495391269310607,0.31852986965143376,0.1328195837523808,0.10109117730229082,0.771175081556237,0.6491593881988248,0.5368972023525918,0.8009956395893887,0.24671853466538823,0.1741008731988829,0.20264648203401003,0.18240432202564172,0.1279313916452258,0.22196762665972017,0.29006188362482277,0.3512820392954196,5.38,5.48,5.33,5.17,5.7,5.8500000000000005,2.98,4.32,5.04,5.05,5.05,1.83,3.18,0.11,3.58,3.7
53.18999999999976,0.12065062175299741,0.23758352674770122,0.06937391191363171,0.0615353775405446,0.8680504265372847,0.794634455245961,0.5500790277111907,0.9937766375710309,0.22869233080459145,0.16732914685381894,0.2078874411228368,0.16750371661983512,0.09541102702736412,0.20392131716532474,0.2828447905890692,0.4001344484438361,1.43,4.82,1.57,4.48,4.87,4.97,5.26,3.2800000000000002,4.42,1.29,1.23,1.2,5.66,5.73,2.92,6.16
53.19999999999976,0.04085760690330084,0.1818490898012959,0.03791670605827311,0.004249704312442376,0.6767064204994869,0.7170927534352611,0.4408054733014813,1.178471486909855,0.12279216174243537,0.07169368013399767,0.09719200812353611,0.06526735999670383,0.07259980578112561,0.09898750781493244,0.19629672001204695,0.24845729237007028,4.11,4.5600000000000005,1.46,3.87,4.07,4.13,1.17,2.2800000000000002,3.93,0.78,3.74,3.8200000000000003,2.19,5.23,2.37,5.5200000000000005
53.20999999999976,0.11607930976290787,0.23068594131003728,0.07654612772075182,-0.004137577997805344,0.34710278790397936,0.4369582509927323,0.27726520442737923,1.1034814091963374,0.13476307497490309,0.06738590000890843,0.029585393938841884,0.06151726450578261,0.11527644980133638,0.1271460006357848,0.19850713389748842,0.13105207581331632,3.86,4.04,4.03,3.46,0.33,0.21,0.15,4.58,0.99,4.11,4.05,0.92,4.88,1.76,1.9100000000000001,2.11
